user_id,first_purchase,last_purchase,frequency,transaction_lines,units,monetary,customer_aov,recency_days,r_score,f_score,m_score,fm_score,segment
1515915625622356473,2021-03-25 11:32:32+00:00,2021-10-12 13:05:16+00:00,102,157,157,64596.24,633.2964705882353,50,5,5,5,5,Champions
1515915625258533417,2019-12-20 15:12:45+00:00,2021-11-30 13:00:54+00:00,79,114,114,61828.46,782.6387341772152,1,5,5,5,5,Champions
1515915625645948642,2021-05-27 11:49:33+00:00,2021-11-29 09:12:47+00:00,110,138,138,61416.18,558.3289090909091,3,5,5,5,5,Champions
1515915625228894549,2019-12-19 10:43:10+00:00,2021-11-30 16:13:31+00:00,94,140,140,60583.97,644.5103191489362,1,5,5,5,5,Champions
1515915625431895112,2021-05-10 11:13:56+00:00,2021-09-09 13:34:10+00:00,35,48,48,60572.21,1730.6345714285715,83,4,5,5,5,Champions
1515915625596266795,2021-01-24 09:58:59+00:00,2021-11-30 18:35:46+00:00,107,129,129,59273.89,553.9615887850467,1,5,5,5,5,Champions
1515915625076185314,2019-02-11 03:46:46+00:00,2021-06-04 19:24:58+00:00,43,74,74,58771.67,1366.783023255814,180,3,5,5,5,Loyal Customers
1515915625230879213,2019-05-01 15:58:03+00:00,2021-11-30 11:51:02+00:00,132,163,163,58495.12,443.1448484848485,1,5,5,5,5,Champions
1515915625623101377,2021-03-24 16:23:05+00:00,2021-11-30 17:55:42+00:00,86,111,111,58026.74,674.7295348837209,1,5,5,5,5,Champions
1515915625393060645,2020-01-06 11:26:08+00:00,2021-11-28 17:14:32+00:00,92,132,132,57746.12,627.6752173913044,3,5,5,5,5,Champions
1515915625176800382,2018-12-07 17:26:59+00:00,2020-03-26 16:06:38+00:00,79,139,139,55531.82,702.9344303797468,615,1,5,5,5,At Risk
1515915625667911488,2021-08-22 10:46:46+00:00,2021-12-01 08:37:47+00:00,91,120,120,54348.659999999996,597.238021978022,1,5,5,5,5,Champions
1515915625228458814,2018-12-15 15:29:34+00:00,2021-11-28 10:50:50+00:00,90,126,126,53978.08,599.7564444444445,3,5,5,5,5,Champions
1515915625405095508,2020-01-28 12:42:22+00:00,2020-12-12 04:45:24+00:00,32,60,60,53323.91,1666.3721875,355,1,5,5,5,At Risk
1515915625256172488,2019-02-12 14:37:21+00:00,2021-11-30 18:44:46+00:00,78,101,101,52742.13,676.1811538461538,1,5,5,5,5,Champions
1515915625407256735,2020-02-09 15:19:59+00:00,2021-11-30 10:20:31+00:00,98,132,132,52293.53,533.6074489795918,1,5,5,5,5,Champions
1515915625335411823,2019-12-02 18:24:11+00:00,2021-11-29 11:33:27+00:00,96,115,115,52160.73,543.3409375,2,5,5,5,5,Champions
1515915625619533501,2021-03-21 08:04:37+00:00,2021-11-30 15:43:38+00:00,134,157,157,51995.39,388.0252985074627,1,5,5,5,5,Champions
1515915625260498524,2019-02-27 13:56:37+00:00,2021-10-10 13:37:20+00:00,95,130,130,51526.36,542.3827368421053,52,5,5,5,5,Champions
1515915625277677845,2019-05-12 13:23:33+00:00,2020-09-30 13:03:34+00:00,94,129,129,51158.34,544.237659574468,427,1,5,5,5,At Risk
1515915625516719502,2019-01-15 13:19:34+00:00,2021-11-30 09:16:47+00:00,99,135,135,49624.85,501.2611111111111,2,5,5,5,5,Champions
1515915625601194239,2021-02-12 12:08:58+00:00,2021-11-27 08:23:21+00:00,91,126,126,49331.8,542.1076923076923,5,5,5,5,5,Champions
1515915625430965248,2020-06-02 05:27:36+00:00,2021-11-28 11:31:10+00:00,69,112,112,49009.19,710.278115942029,3,5,5,5,5,Champions
1325156214706799358,2018-12-12 08:13:29+00:00,2019-08-28 13:24:43+00:00,98,126,126,49003.69,500.0376530612245,826,1,5,5,5,At Risk
1515915625428432725,2020-03-16 11:06:08+00:00,2021-11-30 11:53:27+00:00,91,121,121,48236.98,530.0767032967034,1,5,5,5,5,Champions
1515915625569143770,2019-08-18 09:44:04+00:00,2021-03-19 12:55:11+00:00,99,119,119,47742.72,482.24969696969697,257,3,5,5,5,Loyal Customers
1515915625205812711,2019-06-13 11:14:56+00:00,2021-06-17 13:45:25+00:00,85,121,121,47623.83,560.2803529411765,167,3,5,5,5,Loyal Customers
1515915625274668986,2020-01-26 06:45:40+00:00,2020-12-23 05:44:46+00:00,87,110,110,47269.49,543.3274712643678,344,2,5,5,5,At Risk
1515915625408080305,2020-02-27 13:37:37+00:00,2021-07-24 17:13:34+00:00,112,135,135,46799.77,417.85508928571426,130,4,5,5,5,Champions
1515915625431821999,2020-06-03 12:53:37+00:00,2021-06-14 08:31:23+00:00,85,121,121,45338.15,533.39,171,3,5,5,5,Loyal Customers
1515915625634049591,2021-04-23 11:27:08+00:00,2021-11-28 05:43:06+00:00,77,101,101,44652.63,579.9042857142857,4,5,5,5,5,Champions
1515915625211442058,2019-04-03 13:21:24+00:00,2021-10-05 04:55:56+00:00,21,39,39,44235.28,2106.441904761905,58,4,5,5,5,Champions
1541235241820094716,2018-12-16 09:29:38+00:00,2020-09-16 11:54:59+00:00,78,96,96,44102.49,565.4165384615384,441,1,5,5,5,At Risk
1515915625421876709,2020-03-01 08:56:56+00:00,2021-11-30 11:00:33+00:00,90,116,116,44026.159999999996,489.1795555555555,1,5,5,5,5,Champions
1515915625665530874,2021-07-30 06:12:35+00:00,2021-11-20 20:53:18+00:00,51,51,51,43523.12,853.3945098039217,11,5,5,5,5,Champions
1515915625218859571,2019-02-19 14:38:54+00:00,2021-05-08 10:45:10+00:00,83,101,101,43338.42,522.1496385542168,207,3,5,5,5,Loyal Customers
1515915625619506289,2021-03-25 08:45:29+00:00,2021-11-29 15:43:49+00:00,87,108,108,43050.48,494.8331034482759,2,5,5,5,5,Champions
1515915625548924940,2019-04-04 13:32:57+00:00,2021-04-03 11:22:32+00:00,105,116,116,42700.47,406.67114285714285,242,3,5,5,5,Loyal Customers
1515915625192590552,2019-01-14 07:49:43+00:00,2020-03-15 15:15:52+00:00,62,91,91,42296.94,682.2087096774194,626,1,5,5,5,At Risk
1460110627920937077,2018-12-09 11:38:57+00:00,2021-11-30 17:10:01+00:00,69,91,91,40655.45,589.2094202898551,1,5,5,5,5,Champions
1515915625608555968,2021-02-27 16:48:45+00:00,2021-11-29 18:32:09+00:00,75,128,128,39714.83,529.5310666666667,2,5,5,5,5,Champions
1515915625562133497,2020-12-30 06:22:42+00:00,2021-08-31 10:58:53+00:00,72,100,100,39502.94,548.6519444444444,92,4,5,5,5,Champions
1515915625417835788,2020-02-25 12:43:45+00:00,2021-11-30 16:29:09+00:00,91,103,103,39050.5,429.1263736263736,1,5,5,5,5,Champions
1515915625160114420,2020-06-05 11:17:18+00:00,2021-09-03 06:43:45+00:00,56,84,84,38699.83,691.0683928571428,90,4,5,5,5,Champions
1333279493015470727,2019-02-02 14:51:04+00:00,2021-11-21 10:05:40+00:00,70,98,98,38419.06,548.8437142857142,10,5,5,5,5,Champions
1515915625536054059,2020-08-03 18:03:36+00:00,2021-11-26 09:55:53+00:00,89,100,100,38380.909999999996,431.24617977528084,6,5,5,5,5,Champions
1515915625484335491,2020-08-14 17:06:43+00:00,2021-11-29 16:52:01+00:00,57,75,75,38306.43,672.0426315789474,2,5,5,5,5,Champions
1515915625484228703,2020-07-22 15:14:58+00:00,2021-11-30 14:54:30+00:00,86,101,101,38207.88,444.27767441860465,1,5,5,5,5,Champions
1515915625363486146,2019-11-04 18:31:24+00:00,2020-04-04 09:23:42+00:00,17,65,65,38197.76,2246.9270588235295,607,1,5,5,5,At Risk
1319565219084632879,2018-12-20 13:22:16+00:00,2021-06-07 16:06:37+00:00,70,76,76,37967.85,542.3978571428571,177,3,5,5,5,Loyal Customers
1515915625619582167,2021-03-21 07:40:16+00:00,2021-11-30 16:00:51+00:00,94,114,114,37843.69,402.59244680851066,1,5,5,5,5,Champions
1515915625348573257,2019-07-17 15:50:04+00:00,2021-03-06 16:12:42+00:00,76,85,85,37776.92,497.0647368421052,270,3,5,5,5,Loyal Customers
1515915625356632508,2019-10-25 17:03:06+00:00,2020-12-26 11:35:26+00:00,53,72,72,37776.72,712.7683018867925,340,2,5,5,5,At Risk
1515915625619545217,2021-03-19 09:30:05+00:00,2021-11-28 07:09:29+00:00,73,89,89,37468.39,513.2656164383561,4,5,5,5,5,Champions
1515915625380684730,2019-12-12 11:10:22+00:00,2021-10-16 04:17:07+00:00,13,14,14,37461.79,2881.6761538461537,47,5,5,5,5,Champions
1515915625527078618,2020-10-17 11:05:32+00:00,2021-11-14 17:02:06+00:00,68,85,85,37254.73,547.8636764705883,17,5,5,5,5,Champions
1515915625135601458,2020-06-08 14:07:37+00:00,2021-05-10 04:54:44+00:00,65,77,77,37151.81,571.5663076923076,206,3,5,5,5,Loyal Customers
1515915625545299149,2020-11-27 12:04:08+00:00,2021-11-11 16:41:56+00:00,68,79,79,36649.37,538.9613235294119,20,5,5,5,5,Champions
1515915625356279473,2020-05-31 14:56:12+00:00,2021-11-23 18:16:57+00:00,81,100,100,36028.93,444.8016049382716,8,5,5,5,5,Champions
1515915625200834515,2020-03-01 11:51:52+00:00,2021-11-27 13:17:59+00:00,58,88,88,35852.0,618.1379310344828,4,5,5,5,5,Champions
1515915625255959201,2019-02-03 08:16:05+00:00,2021-11-11 09:24:15+00:00,56,79,79,35709.6,637.6714285714286,21,5,5,5,5,Champions
1515915625664551430,2021-07-29 09:52:04+00:00,2021-12-01 08:02:16+00:00,87,109,109,35152.18,404.0480459770115,1,5,5,5,5,Champions
1515915625349251125,2019-10-11 10:00:04+00:00,2021-11-19 12:59:18+00:00,12,49,49,34401.49,2866.790833333333,12,5,5,5,5,Champions
1515915625356530153,2020-07-17 10:55:05+00:00,2021-06-30 14:22:37+00:00,48,86,86,33829.48,704.7808333333334,154,4,5,5,5,Champions
1515915625642445200,2021-05-18 08:20:21+00:00,2021-08-13 11:49:41+00:00,52,80,80,33369.55,641.7221153846154,110,4,5,5,5,Champions
1515915625367075305,2019-12-20 08:10:57+00:00,2021-11-13 09:16:21+00:00,65,91,91,33146.07,509.93953846153846,19,5,5,5,5,Champions
1515915625628101501,2021-08-09 16:39:32+00:00,2021-11-11 19:15:30+00:00,56,62,62,32872.12,587.0021428571429,20,5,5,5,5,Champions
1515915625619530193,2021-04-30 07:30:29+00:00,2021-12-01 08:58:45+00:00,66,85,85,32618.4,494.21818181818185,1,5,5,5,5,Champions
1515915625407645719,2020-01-31 12:14:30+00:00,2021-11-25 10:16:05+00:00,77,98,98,32408.59,420.8907792207792,6,5,5,5,5,Champions
1454232694526312951,2019-08-08 13:15:13+00:00,2021-11-28 13:47:01+00:00,62,79,79,32030.78,516.6254838709677,3,5,5,5,5,Champions
1515915625636642629,2021-04-30 12:56:13+00:00,2021-08-27 14:13:15+00:00,60,78,78,31766.09,529.4348333333334,96,4,5,5,5,Champions
1515915625709669832,2021-11-17 10:58:18+00:00,2021-11-24 12:46:08+00:00,2,2,2,31198.36,15599.18,7,5,2,5,4,Champions
1515915625403382229,2020-02-11 17:46:06+00:00,2021-11-30 14:15:21+00:00,55,69,69,30656.7,557.3945454545454,1,5,5,5,5,Champions
1515915625253990594,2019-01-27 14:46:05+00:00,2021-11-27 18:49:10+00:00,67,91,91,30508.8,455.355223880597,4,5,5,5,5,Champions
1515915625619514997,2021-03-23 15:16:27+00:00,2021-10-12 13:59:08+00:00,49,64,64,30096.59,614.2161224489796,50,5,5,5,5,Champions
1515915625635099467,2021-04-26 09:02:34+00:00,2021-11-25 10:28:05+00:00,56,85,85,30071.96,536.9992857142857,6,5,5,5,5,Champions
1515915625174504027,2019-01-17 14:49:37+00:00,2021-03-07 12:54:30+00:00,47,65,65,29109.03,619.3410638297872,269,3,5,5,5,Loyal Customers
1515915625236654877,2018-12-14 09:28:51+00:00,2021-09-19 08:43:19+00:00,45,50,50,28755.23,639.0051111111111,74,4,5,5,5,Champions
1515915625541895471,2020-12-15 08:01:00+00:00,2021-06-19 11:46:55+00:00,33,62,62,28565.32,865.6157575757576,165,3,5,5,5,Loyal Customers
1515915625619614779,2021-08-04 15:23:11+00:00,2021-10-12 09:45:20+00:00,76,84,84,28372.81,373.32644736842104,51,5,5,5,5,Champions
1515915625525397641,2021-02-21 12:47:43+00:00,2021-11-29 14:12:03+00:00,52,80,80,28258.3,543.4288461538462,2,5,5,5,5,Champions
1515915625636366942,2021-05-03 17:18:13+00:00,2021-10-24 15:32:03+00:00,55,72,72,28216.73,513.0314545454545,38,5,5,5,5,Champions
1515915625533986937,2020-11-14 04:06:14+00:00,2021-05-27 11:39:03+00:00,45,72,72,28044.13,623.2028888888889,188,3,5,5,5,Loyal Customers
1515915625303948444,2019-06-07 12:10:41+00:00,2020-08-25 08:24:58+00:00,56,63,63,27815.67,496.7083928571428,464,1,5,5,5,At Risk
1515915625619528911,2021-04-07 09:55:54+00:00,2021-11-27 15:09:08+00:00,57,71,71,27664.760000000002,485.3466666666667,4,5,5,5,5,Champions
1515915625619584815,2021-03-20 14:15:16+00:00,2021-11-17 17:19:55+00:00,34,50,50,27613.32,812.1564705882353,14,5,5,5,5,Champions
1515915625407364551,2020-02-28 17:07:21+00:00,2021-11-30 17:04:59+00:00,49,62,62,26942.73,549.8516326530612,1,5,5,5,5,Champions
1515915625573326467,2021-01-06 02:03:53+00:00,2021-01-06 02:03:53+00:00,1,2,2,26760.0,26760.0,330,2,1,5,3,Potential Loyalists
1336415562649043036,2020-03-20 11:59:09+00:00,2021-08-31 08:24:18+00:00,33,54,54,26691.39,808.8299999999999,93,4,5,5,5,Champions
1515915625702741938,2021-10-28 14:20:05+00:00,2021-10-28 14:20:05+00:00,1,2,2,26669.59,26669.59,34,5,1,5,3,Recent Customers
1515915625421931656,2020-03-06 13:48:45+00:00,2021-11-26 12:49:30+00:00,43,55,55,26554.64,617.5497674418605,5,5,5,5,5,Champions
1515915625163588838,2019-05-30 09:54:21+00:00,2021-11-09 07:05:19+00:00,31,67,67,26514.6,855.3096774193548,23,5,5,5,5,Champions
1515915625193071919,2018-12-13 11:40:54+00:00,2021-09-21 08:56:03+00:00,92,98,98,26433.31,287.31858695652176,72,4,5,5,5,Champions
1515915625704487608,2021-11-01 10:56:01+00:00,2021-11-01 10:56:01+00:00,1,1,1,26424.52,26424.52,30,5,1,5,3,Recent Customers
1470468725101560454,2019-03-20 17:50:14+00:00,2021-10-14 15:53:18+00:00,48,65,65,26241.06,546.68875,48,5,5,5,5,Champions
1515915625325599264,2020-07-09 09:10:55+00:00,2021-10-20 13:10:36+00:00,39,56,56,25640.0,657.4358974358975,42,5,5,5,5,Champions
1515915625283389098,2019-04-20 12:33:52+00:00,2020-03-14 11:14:03+00:00,54,69,69,25443.09,471.16833333333335,627,1,5,5,5,At Risk
1515915625619500022,2021-05-12 10:24:01+00:00,2021-11-30 13:03:54+00:00,51,63,63,25115.35,492.4578431372549,1,5,5,5,5,Champions
1515915625344406814,2019-09-18 14:43:44+00:00,2021-05-18 16:37:13+00:00,47,57,57,25106.93,534.19,197,3,5,5,5,Loyal Customers
1515915625711660975,2021-11-14 22:17:19+00:00,2021-11-30 22:00:03+00:00,22,22,22,24590.2,1117.7363636363636,1,5,5,5,5,Champions
1515915625711321004,2021-11-15 21:52:47+00:00,2021-11-29 16:06:13+00:00,14,16,16,24001.07,1714.3621428571428,2,5,5,5,5,Champions
1515915625515557062,2020-09-14 11:08:12+00:00,2021-03-13 05:24:03+00:00,10,14,14,23926.58,2392.6580000000004,264,3,5,5,5,Loyal Customers
1515915625431008364,2020-06-03 12:17:37+00:00,2020-10-05 13:19:12+00:00,65,69,69,23848.03,366.8927692307692,422,1,5,5,5,At Risk
1515915625486025177,2019-09-12 10:17:22+00:00,2021-03-20 10:32:16+00:00,34,53,53,23602.6,694.1941176470588,256,3,5,5,5,Loyal Customers
1515915625632176251,2021-05-06 08:08:18+00:00,2021-11-30 14:55:08+00:00,58,77,77,23552.43,406.0763793103448,1,5,5,5,5,Champions
1515915625644484725,2021-05-24 04:42:50+00:00,2021-07-12 03:55:37+00:00,41,69,69,23215.59,566.2339024390244,143,4,5,5,5,Champions
1515915625192773136,2018-12-16 12:54:16+00:00,2021-11-11 13:52:57+00:00,40,53,53,23061.31,576.5327500000001,20,5,5,5,5,Champions
1515915625208576147,2019-01-14 16:12:26+00:00,2020-03-15 14:37:13+00:00,46,65,65,22930.03,498.47891304347826,626,1,5,5,5,At Risk
1515915625130659151,2019-01-31 15:36:20+00:00,2021-11-19 15:38:46+00:00,43,53,53,22391.82,520.74,12,5,5,5,5,Champions
1515915625479243144,2020-06-27 05:10:37+00:00,2021-07-15 04:12:18+00:00,41,55,55,22369.829999999998,545.6056097560975,140,4,5,5,5,Champions
1515915625352463666,2019-10-10 15:02:45+00:00,2021-06-08 13:34:42+00:00,43,61,61,22009.63,511.8518604651163,176,3,5,5,5,Loyal Customers
1515915625336517181,2021-09-13 11:58:54+00:00,2021-11-26 15:54:44+00:00,33,41,41,21994.64,666.5042424242424,5,5,5,5,5,Champions
1515915625622158651,2021-08-13 15:50:54+00:00,2021-11-23 12:30:41+00:00,23,30,30,21883.739999999998,951.466956521739,8,5,5,5,5,Champions
1515915625230203603,2019-01-18 18:17:58+00:00,2021-11-26 11:36:59+00:00,41,54,54,21710.59,529.5265853658536,5,5,5,5,5,Champions
1515915625228482275,2019-04-20 07:13:32+00:00,2021-09-02 09:05:53+00:00,41,58,58,21692.22,529.0785365853659,91,4,5,5,5,Champions
1515915625230248880,2019-03-04 11:33:12+00:00,2021-11-28 14:16:35+00:00,30,40,40,21508.82,716.9606666666666,3,5,5,5,5,Champions
1515915625481926671,2020-07-03 06:24:48+00:00,2021-07-15 11:50:49+00:00,49,55,55,20983.54,428.23551020408166,139,4,5,5,5,Champions
1515915625541671604,2020-12-05 13:22:45+00:00,2021-10-29 12:57:29+00:00,20,37,37,20911.97,1045.5985,33,5,5,5,5,Champions
1515915625388428058,2020-02-22 22:03:42+00:00,2020-03-18 09:30:39+00:00,9,25,25,20692.39,2299.1544444444444,624,1,4,5,4,At Risk
1515915625418399010,2020-03-24 16:03:53+00:00,2021-10-09 13:33:07+00:00,35,40,40,20592.82,588.3662857142857,53,5,5,5,5,Champions
1515915625664192989,2021-08-08 08:19:36+00:00,2021-11-30 13:55:39+00:00,44,46,46,20591.3,467.98409090909087,1,5,5,5,5,Champions
1515915625527780559,2021-06-05 14:36:47+00:00,2021-10-08 17:08:37+00:00,34,45,45,20507.63,603.1655882352942,54,5,5,5,5,Champions
1515915625634319338,2021-04-21 06:15:03+00:00,2021-12-01 05:03:48+00:00,41,55,55,20435.75,498.4329268292683,1,5,5,5,5,Champions
1515915625525061093,2020-12-20 11:26:45+00:00,2021-03-24 06:50:07+00:00,6,7,7,20293.55,3382.258333333333,253,3,4,5,4,Loyal Customers
1515915625647658497,2021-08-10 11:18:51+00:00,2021-11-28 12:04:16+00:00,34,41,41,20196.15,594.0044117647059,3,5,5,5,5,Champions
1490751840545931775,2019-11-16 11:24:01+00:00,2021-11-29 11:54:39+00:00,25,37,37,20135.98,805.4392,2,5,5,5,5,Champions
1515915625431542805,2021-03-27 16:26:19+00:00,2021-10-17 13:52:49+00:00,38,52,52,19941.48,524.7757894736842,45,5,5,5,5,Champions
1515915625428927360,2020-06-05 17:51:06+00:00,2021-11-30 09:52:00+00:00,44,56,56,19904.78,452.38136363636363,2,5,5,5,5,Champions
1515915625695375935,2021-10-14 08:23:40+00:00,2021-12-01 08:22:46+00:00,42,62,62,19892.86,473.63952380952384,1,5,5,5,5,Champions
1515915625437004741,2020-04-08 14:41:43+00:00,2020-06-25 12:35:47+00:00,66,74,74,19607.3,297.080303030303,524,1,5,5,5,At Risk
1515915625302653901,2020-01-27 09:23:15+00:00,2021-11-29 14:18:39+00:00,52,65,65,19586.78,376.6688461538461,2,5,5,5,5,Champions
1515915625034733345,2019-02-24 20:36:57+00:00,2021-06-02 20:50:18+00:00,13,28,28,19543.47,1503.3438461538462,182,3,5,5,5,Loyal Customers
1515915625174735956,2019-01-26 10:09:16+00:00,2021-07-16 08:00:05+00:00,15,23,23,19344.38,1289.6253333333334,139,4,5,5,5,Champions
1318102506206658831,2020-02-11 23:54:35+00:00,2021-09-17 09:03:32+00:00,19,46,46,19227.5,1011.9736842105264,76,4,5,5,5,Champions
1515915625358411170,2019-11-07 07:01:32+00:00,2020-09-08 07:36:32+00:00,53,66,66,19152.03,361.3590566037736,450,1,5,5,5,At Risk
